18/07/2026 11:31:33, -15826363, -47987202, Cerrado, -35, 4, WPA2
18/07/2026 11:31:33, -15826363, -47987202, Quinta_Serie, -54, 6, WPA2
18/07/2026 11:31:33, -15826363, -47987202, #CLARO-WIFI, -57, 11, open
18/07/2026 11:31:33, -15826363, -47987202, Trapo-2.4GHz, -58, 11, WPA2+WPA3
18/07/2026 11:31:33, -15826363, -47987202, GENEIDE SILVA, -58, 11, WPA2
18/07/2026 11:31:33, -15826363, -47987202, Nelson, -65, 11, WPA2
18/07/2026 11:31:33, -15826363, -47987202, CATARINA, -67, 3, WPA2
18/07/2026 11:31:33, -15826363, -47987202, ILDA, -68, 10, WPA2
18/07/2026 11:31:33, -15826363, -47987202, SHIRATORI, -68, 11, WPA2
18/07/2026 11:31:33, -15826363, -47987202, Elvis_Mesh, -76, 3, WPA2
18/07/2026 11:31:33, -15826363, -47987202, Rodrigo112_2G, -78, 8, WPA2
18/07/2026 11:31:33, -15826363, -47987202, , -81, 6, WPA2
18/07/2026 11:31:33, -15826363, -47987202, Ap203, -82, 2, WPA2
18/07/2026 11:31:33, -15826363, -47987202, Juliamilgral, -82, 8, WPA2
18/07/2026 11:31:33, -15826363, -47987202, LIMA CARDOSO, -83, 6, WPA2
18/07/2026 11:31:33, -15826363, -47987202, Patrick, -84, 1, WPA2
18/07/2026 11:31:33, -15826363, -47987202, MMSARAIVA_2G, -85, 9, WPA+WPA2
18/07/2026 11:31:33, -15826363, -47987202, Ap 213, -86, 6, WPA2
18/07/2026 11:31:33, -15826363, -47987202, UNINTER OI FIBRA, -87, 6, WPA2
18/07/2026 11:31:33, -15826363, -47987202, 2G_PORTOSEGURO, -88, 1, WPA+WPA2
18/07/2026 11:31:33, -15826363, -47987202, Melancia_antissionista, -88, 1, WPA2
18/07/2026 11:31:33, -15826363, -47987202, Netvirtua538, -88, 4, WPA2
18/07/2026 11:31:33, -15826363, -47987202, Wellington, -89, 7, WPA2
18/07/2026 11:31:33, -15826363, -47987202, FAMILIA_ASANO, -90, 3, WPA2
18/07/2026 11:31:33, -15826363, -47987202, TP-Link_DA2F, -91, 4, WPA2
18/07/2026 11:31:33, -15826363, -47987202, LAURINDO, -92, 1, WPA2
18/07/2026 11:31:33, -15826363, -47987202, Camposo_2G, -92, 10, WPA2+WPA3
18/07/2026 11:31:33, -15826363, -47987202, Soares_2.4, -93, 1, WPA2
18/07/2026 11:31:33, -15826363, -47987202, Filhoer, -93, 9, WPA2
18/07/2026 11:31:33, -15826363, -47987202, MAQUINONAS, -95, 11, WPA2
18/07/2026 11:31:39, -15826371, -47987206, NICK, -92, 11, WPA2
18/07/2026 11:31:39, -15826371, -47987206, AP_4155445640, -93, 2, WPA2
18/07/2026 11:36:50, -15826403, -47987190, Familiagomes, -88, 6, WPA2
18/07/2026 11:41:58, -15826353, -47987197, WALLIMVIVO, -78, 6, WPA2
18/07/2026 11:41:58, -15826353, -47987197, TERESA-CRISTINA, -94, 11, WPA2
18/07/2026 11:41:58, -15826353, -47987197, IkeLima26_2G, -96, 10, WPA2
18/07/2026 11:43:38, -15826379, -47987190, RODRIGO, -94, 1, WPA2+WPA3
18/07/2026 11:43:38, -15826379, -47987190, Rede_201, -94, 1, WPA2+WPA3
18/07/2026 11:43:43, -15826373, -47987192, Mariana, -89, 1, WPA2+WPA3
18/07/2026 11:43:49, -15826361, -47987198, CLARO_2G, -90, 4, WPA2
18/07/2026 11:43:49, -15826361, -47987198, AJAP-LY70642994, -95, 6, open
18/07/2026 11:54:20, -15826395, -47987208, NovaLink_2G, -92, 10, WPA2
18/07/2026 11:54:20, -15826395, -47987208, CARLOS OI FIBRA, -92, 11, WPA2
18/07/2026 11:54:25, -15826383, -47987210, 46414dc38d4c49412043554e4841, -94, 1, WPA+WPA2
18/07/2026 12:02:40, -15826385, -47987159, VIVO FIBRA Z, -84, 1, WPA2
18/07/2026 12:18:01, -15826359, -47987224, DIRECT-Jf-SC2026_862798051444509, -85, 1, WPA2
18/07/2026 12:38:41, -15826378, -47987210, Love Psalm, -96, 8, WPA2
18/07/2026 12:38:46, -15826377, -47987221, KELLY40_2G, -94, 4, WPA2
18/07/2026 12:49:01, -15826392, -47987214, AP 202, -99, 11, WPA2
18/07/2026 12:57:39, -15826378, -47987213, Rodrigo, -76, 11, WPA2
18/07/2026 12:57:45, -15826373, -47987208, Galaxy A20, -93, 11, WPA2
18/07/2026 12:58:05, -15826381, -47987217, Familia Aguiar-2G, -95, 8, WPA+WPA2
18/07/2026 13:15:50, -15826391, -47987209, POCO X7, -96, 1, WPA2
18/07/2026 13:36:09, -15826370, -47987189, @joy_crf, -92, 6, WPA2
18/07/2026 13:58:31, -15826350, -47987204, 8D72_Fibra, -96, 11, WPA2
18/07/2026 15:53:09, -15826366, -47987179, moto g(20), -85, 1, WPA2+WPA3
18/07/2026 16:11:59, -15826405, -47987225, Uber, -84, 1, WPA2
18/07/2026 16:12:34, -15826383, -47987228, Tiago StarLink, -71, 1, WPA2
18/07/2026 16:12:34, -15826383, -47987228, iPhone de Antonio, -91, 1, WPA2
18/07/2026 16:12:34, -15826383, -47987228, VW WLAN 5971, -92, 1, WPA2
18/07/2026 16:30:56, -15826391, -47987195, DDPAI_N2Dual_E227, -93, 6, WPA2
18/07/2026 16:31:42, -15826380, -47987187, ST-00D2074155, -88, 6, WPA2
18/07/2026 16:42:38, -15826325, -47987219, Shalom, -91, 1, WPA2
18/07/2026 16:48:20, -15826427, -47987169, LUCIANNA, -94, 5, WPA+WPA2
18/07/2026 16:51:43, -15826407, -47987180, RICARDO APTO 202, -88, 6, WPA2
18/07/2026 16:51:43, -15826407, -47987180, CLARO_2GD24244, -89, 11, WPA2
18/07/2026 16:51:43, -15826407, -47987180, Ap102_2G, -91, 1, WPA+WPA2
18/07/2026 16:51:43, -15826407, -47987180, DELSON, -91, 6, WPA2
18/07/2026 16:51:43, -15826407, -47987180, CLARO_2G2C80C9, -93, 1, WPA2
18/07/2026 16:51:43, -15826407, -47987180, Carregando, -93, 4, WPA2
18/07/2026 16:51:43, -15826407, -47987180, LAIS&LEO, -93, 10, WPA2
18/07/2026 16:51:48, -15826398, -47987184, GARÇONS SAVASSI, -94, 1, WPA2
18/07/2026 16:51:53, -15826389, -47987189, TVS SAVASSI, -93, 1, WPA2
18/07/2026 17:12:26, -15826404, -47987136, Samsung Galaxy A20 9744, -82, 1, WPA2
18/07/2026 17:13:58, -15826384, -47987179, NET_2G5F09D0, -92, 1, WPA+WPA2
18/07/2026 17:14:08, -15826377, -47987124, Wi-Fi Espaço Crianca, -89, 1, WPA2
18/07/2026 17:14:08, -15826377, -47987124, Wifi Espaço Criança - Colab, -90, 1, open
18/07/2026 17:14:14, -15826372, -47987105, CLARO_2G154942, -87, 1, WPA2
18/07/2026 17:14:14, -15826372, -47987105, Maia, -88, 6, WPA2
18/07/2026 17:14:19, -15826370, -47987084, TIM ULTRAFIBRA_2468, -87, 13, WPA2
18/07/2026 17:14:19, -15826370, -47987084, BELLAPAN, -89, 1, WPA2
18/07/2026 17:14:24, -15826359, -47987076, VIVOFIBRA-D640, -82, 11, WPA2
18/07/2026 17:14:24, -15826359, -47987076, Cristo Salva Cura e Liberta-2G, -86, 1, WPA2
18/07/2026 17:14:24, -15826359, -47987076, Troco Minha Senha Por Cerveja, -96, 3, WPA2
18/07/2026 17:14:29, -15826357, -47987071, FAMÍLIA CUNHA, -93, 6, WPA2
18/07/2026 17:14:48, -15826351, -47987102, MARGARIDA_2G, -90, 5, WPA2
18/07/2026 17:14:48, -15826351, -47987102, NovoStilo, -92, 1, WPA2
18/07/2026 17:14:48, -15826351, -47987102, VERA, -94, 1, WPA2
18/07/2026 17:14:48, -15826351, -47987102, clave_de_sol_2G, -95, 7, WPA2
18/07/2026 17:14:48, -15826351, -47987102, casatxneves, -97, 2, WPA2
18/07/2026 17:14:55, -15826348, -47987110, Severino, -94, 8, WPA2
18/07/2026 17:15:09, -15826356, -47987125, VIVOFIBRA-1208, -93, 1, WPA2
18/07/2026 17:15:20, -15826372, -47987086, VIVOFIBRA-WIFI6-8F38, -91, 6, WPA2
18/07/2026 17:15:20, -15826372, -47987086, EduEduda_2G, -92, 4, WPA2
18/07/2026 17:15:20, -15826372, -47987086, ECCE, -94, 3, WPA2
18/07/2026 17:15:20, -15826372, -47987086, ADMINISTRATIVO, -94, 11, WPA+WPA2
18/07/2026 17:15:20, -15826372, -47987086, marcela, -97, 9, WPA2+WPA3
18/07/2026 17:15:25, -15826371, -47987076, Rafael, -92, 8, WPA2
18/07/2026 17:15:25, -15826371, -47987076, VIVOFIBRA-16A0, -94, 11, WPA2
18/07/2026 17:15:31, -15826369, -47987084, FIXTELL SEM QUERER, -88, 9, WPA2
18/07/2026 17:15:31, -15826369, -47987084, CarvalhoeBorges, -88, 11, WPA+WPA2
18/07/2026 17:15:36, -15826369, -47987081, GIGAMAIS_2Ghz, -90, 4, WPA+WPA2
18/07/2026 17:15:36, -15826369, -47987081, ELCINA, -90, 9, WPA2
18/07/2026 17:15:36, -15826369, -47987081, Mesh, -91, 8, WPA2
18/07/2026 17:15:36, -15826369, -47987081, MAGELA-2G, -93, 1, WPA+WPA2
18/07/2026 17:15:36, -15826369, -47987081, LA CASA, -95, 11, WPA2
18/07/2026 17:15:36, -15826369, -47987081, VIVOFIBRA-87F3, -97, 11, WPA+WPA2
18/07/2026 17:15:41, -15826357, -47987112, ALESSANDRO, -83, 9, WPA2
18/07/2026 17:15:41, -15826357, -47987112, Larissa, -86, 7, WPA2
18/07/2026 17:15:41, -15826357, -47987112, oshobbits, -88, 3, WPA2
18/07/2026 17:15:41, -15826357, -47987112, JDEUS, -88, 11, WPA2
18/07/2026 17:15:41, -15826357, -47987112, Florad, -94, 11, WPA+WPA2
18/07/2026 17:15:41, -15826357, -47987112, Bianor_2G, -94, 11, WPA2
18/07/2026 17:15:47, -15826359, -47987204, IVANILDE OI FIBRA, -75, 10, WPA2
18/07/2026 17:15:47, -15826359, -47987204, Rodrigo e Isabel, -85, 5, WPA2
18/07/2026 17:15:47, -15826359, -47987204, IZA&BRENDA, -85, 7, WPA2
18/07/2026 17:15:47, -15826359, -47987204, MARIA OI FIBRA , -87, 4, WPA2
18/07/2026 17:15:47, -15826359, -47987204, VIVOFIBRA-1330, -89, 1, WPA2
18/07/2026 17:15:47, -15826359, -47987204, NET_2G4D4E00, -91, 10, WPA2
18/07/2026 17:15:54, -15826331, -47987259, Ana_2,G, -84, 4, WPA2
18/07/2026 17:15:54, -15826331, -47987259, JUCABSB_2G, -86, 1, WPA2
18/07/2026 17:15:54, -15826331, -47987259, Ellen, -93, 1, WPA2
18/07/2026 17:15:54, -15826331, -47987259, FernandaMarques, -94, 7, WPA2+WPA3
